unigram,gatsby_prob,alice_prob,austen_prob,gatsby_count,alice_count,austen_count
fashions,0,0,1.62E-05,0,0,2
grievances,0,0,1.62E-05,0,0,2
inattentive,0,0,1.62E-05,0,0,2
acquiescence,0,0,1.62E-05,0,0,2
narrowly,0,0,1.62E-05,0,0,2
affording,0,0,1.62E-05,0,0,2
comparing,0,0,1.62E-05,0,0,2
on--,0,0,1.62E-05,0,0,2
involve,0,0,1.62E-05,0,0,2
wiser,0,0,1.62E-05,0,0,2
correspondent,0,0,1.62E-05,0,0,2
foreseen,0,0,1.62E-05,0,0,2
reproached,0,0,1.62E-05,0,0,2
duplicity,0,0,1.62E-05,0,0,2
depending,0,0,1.62E-05,0,0,2
absurdities,0,0,1.62E-05,0,0,2
shyness,0,0,1.62E-05,0,0,2
rallied,0,0,1.62E-05,0,0,2
gain,0,0,1.62E-05,0,0,2
indelicacy,0,0,1.62E-05,0,0,2
directing,0,0,1.62E-05,0,0,2
mountains,0,0,1.62E-05,0,0,2
generality,0,0,1.62E-05,0,0,2
paling,0,0,1.62E-05,0,0,2
boundary,0,0,1.62E-05,0,0,2
pales,0,0,1.62E-05,0,0,2
neatness,0,0,1.62E-05,0,0,2
displaying,0,0,1.62E-05,0,0,2
gratify,0,0,1.62E-05,0,0,2
discern,0,0,1.62E-05,0,0,2
meditate,0,0,1.62E-05,0,0,2
vexatious,0,0,1.62E-05,0,0,2
fronted,0,0,1.62E-05,0,0,2
greatness,0,0,1.62E-05,0,0,2
toilette,0,0,1.62E-05,0,0,2
miraculous,0,0,1.62E-05,0,0,2
ornaments,0,0,1.62E-05,0,0,2
informing,0,0,1.62E-05,0,0,2
indisposed,0,0,1.62E-05,0,0,2
masters,0,0,1.62E-05,0,0,2
neglected,0,0,1.62E-05,0,0,2
strenuously,0,0,1.62E-05,0,0,2
treasure,0,0,1.62E-05,0,0,2
distinguish,0,0,1.62E-05,0,0,2
edged,0,0,1.62E-05,0,0,2
sheltered,0,0,1.62E-05,0,0,2
lodges,0,0,1.62E-05,0,0,2
nephews,0,0,1.62E-05,0,0,2
practises,0,0,1.62E-05,0,0,2
performer,0,0,1.62E-05,0,0,2
smilingly,0,0,1.62E-05,0,0,2
behaves,0,0,1.62E-05,0,0,2
varying,0,0,1.62E-05,0,0,2
captivating,0,0,1.62E-05,0,0,2
ramble,0,0,1.62E-05,0,0,2
disposal,0,0,1.62E-05,0,0,2
sons,0,0,1.62E-05,0,0,2
lasting,0,0,1.62E-05,0,0,2
drily,0,0,1.62E-05,0,0,2
inconveniences,0,0,1.62E-05,0,0,2
unnatural,0,0,1.62E-05,0,0,2
ruined,0,0,1.62E-05,0,0,2
partly,0,0,1.62E-05,0,0,2
governed,0,0,1.62E-05,0,0,2
exasperate,0,0,1.62E-05,0,0,2
suffering,0,0,1.62E-05,0,0,2
inflict,0,0,1.62E-05,0,0,2
sufferings,0,0,1.62E-05,0,0,2
repressed,0,0,1.62E-05,0,0,2
ardently,0,0,1.62E-05,0,0,2
obstacles,0,0,1.62E-05,0,0,2
wounding,0,0,1.62E-05,0,0,2
conquer,0,0,1.62E-05,0,0,2
duration,0,0,1.62E-05,0,0,2
involving,0,0,1.62E-05,0,0,2
kinder,0,0,1.62E-05,0,0,2
poverty,0,0,1.62E-05,0,0,2
immovable,0,0,1.62E-05,0,0,2
painfully,0,0,1.62E-05,0,0,2
gates,0,0,1.62E-05,0,0,2
continuing,0,0,1.62E-05,0,0,2
containing,0,0,1.62E-05,0,0,2
dated,0,0,1.62E-05,0,0,2
liberally,0,0,1.62E-05,0,0,2
observer,0,0,1.62E-05,0,0,2
existing,0,0,1.62E-05,0,0,2
stated,0,0,1.62E-05,0,0,2
yourselves,0,0,1.62E-05,0,0,2
concealment,0,0,1.62E-05,0,0,2
discharge,0,0,1.62E-05,0,0,2
survive,0,0,1.62E-05,0,0,2
pecuniary,0,0,1.62E-05,0,0,2
lieu,0,0,1.62E-05,0,0,2
idleness,0,0,1.62E-05,0,0,2
obtruded,0,0,1.62E-05,0,0,2
retained,0,0,1.62E-05,0,0,2
detection,0,0,1.62E-05,0,0,2
revealed,0,0,1.62E-05,0,0,2
defined,0,0,1.62E-05,0,0,2
oppressed,0,0,1.62E-05,0,0,2
discredit,0,0,1.62E-05,0,0,2
collecting,0,0,1.62E-05,0,0,2
recalled,0,0,1.62E-05,0,0,2
gross,0,0,1.62E-05,0,0,2
weighed,0,0,1.62E-05,0,0,2
blameless,0,0,1.62E-05,0,0,2
scrupled,0,0,1.62E-05,0,0,2
atone,0,0,1.62E-05,0,0,2
pausing,0,0,1.62E-05,0,0,2
moderation,0,0,1.62E-05,0,0,2
fainter,0,0,1.62E-05,0,0,2
violation,0,0,1.62E-05,0,0,2
incomprehensible,0,0,1.62E-05,0,0,2
courted,0,0,1.62E-05,0,0,2
sensibility,0,0,1.62E-05,0,0,2
merited,0,0,1.62E-05,0,0,2
unfelt,0,0,1.62E-05,0,0,2
unfit,0,0,1.62E-05,0,0,2
improper,0,0,1.62E-05,0,0,2
remedy,0,0,1.62E-05,0,0,2
exert,0,0,1.62E-05,0,0,2
affronted,0,0,1.62E-05,0,0,2
prevailing,0,0,1.62E-05,0,0,2
development,0,0,1.62E-05,0,0,2
exerted,0,0,1.62E-05,0,0,2
disadvantages,0,0,1.62E-05,0,0,2
regretting,0,0,1.62E-05,0,0,2
parcels,0,0,1.62E-05,0,0,2
coachman,0,0,1.62E-05,0,0,2
punctuality,0,0,1.62E-05,0,0,2
abused,0,0,1.62E-05,0,0,2
satin,0,0,1.62E-05,0,0,2
coarseness,0,0,1.62E-05,0,0,2
flirting,0,0,1.62E-05,0,0,2
harriet,0,0,1.62E-05,0,0,2
pratt,0,0,1.62E-05,0,0,2
handsomely,0,0,1.62E-05,0,0,2
unhappiness,0,0,1.62E-05,0,0,2
wickedness,0,0,1.62E-05,0,0,2
vindication,0,0,1.62E-05,0,0,2
abusive,0,0,1.62E-05,0,0,2
prejudices,0,0,1.62E-05,0,0,2
injurious,0,0,1.62E-05,0,0,2
repining,0,0,1.62E-05,0,0,2
derive,0,0,1.62E-05,0,0,2
temptations,0,0,1.62E-05,0,0,2
exposed,0,0,1.62E-05,0,0,2
aloof,0,0,1.62E-05,0,0,2
checking,0,0,1.62E-05,0,0,2
attraction,0,0,1.62E-05,0,0,2
rage,0,0,1.62E-05,0,0,2
leads,0,0,1.62E-05,0,0,2
censured,0,0,1.62E-05,0,0,2
prey,0,0,1.62E-05,0,0,2
consoled,0,0,1.62E-05,0,0,2
renewing,0,0,1.62E-05,0,0,2
serve,0,0,1.62E-05,0,0,2
improves,0,0,1.62E-05,0,0,2
essentials,0,0,1.62E-05,0,0,2
misconduct,0,0,1.62E-05,0,0,2
adieus,0,0,1.62E-05,0,0,2
conjugal,0,0,1.62E-05,0,0,2
commencement,0,0,1.62E-05,0,0,2
parasol,0,0,1.62E-05,0,0,2
northward,0,0,1.62E-05,0,0,2
matlock,0,0,1.62E-05,0,0,2
dovedale,0,0,1.62E-05,0,0,2
chambermaid,0,0,1.62E-05,0,0,2
perturbation,0,0,1.62E-05,0,0,2
abruptness,0,0,1.62E-05,0,0,2
woody,0,0,1.62E-05,0,0,2
merits,0,0,1.62E-05,0,0,2
landlord,0,0,1.62E-05,0,0,2
inspection,0,0,1.62E-05,0,0,2
reproofs,0,0,1.62E-05,0,0,2
brink,0,0,1.62E-05,0,0,2
unfavourable,0,0,1.62E-05,0,0,2
curricle,0,0,1.62E-05,0,0,2
unembarrassed,0,0,1.62E-05,0,0,2
denoted,0,0,1.62E-05,0,0,2
presuming,0,0,1.62E-05,0,0,2
variation,0,0,1.62E-05,0,0,2
forwarded,0,0,1.62E-05,0,0,2
recommending,0,0,1.62E-05,0,0,2
mis,0,0,1.62E-05,0,0,2
conjectured,0,0,1.62E-05,0,0,2
gretna,0,0,1.62E-05,0,0,2
barnet,0,0,1.62E-05,0,0,2
apprehensions,0,0,1.62E-05,0,0,2
detain,0,0,1.62E-05,0,0,2
intrude,0,0,1.62E-05,0,0,2
termination,0,0,1.62E-05,0,0,2
additional,0,0,1.62E-05,0,0,2
anguish,0,0,1.62E-05,0,0,2
excuses,0,0,1.62E-05,0,0,2
expeditiously,0,0,1.62E-05,0,0,2
indolence,0,0,1.62E-05,0,0,2
liberality,0,0,1.62E-05,0,0,2
favourites,0,0,1.62E-05,0,0,2
embraced,0,0,1.62E-05,0,0,2
sanguine,0,0,1.62E-05,0,0,2
fretfulness,0,0,1.62E-05,0,0,2
unjustifiable,0,0,1.62E-05,0,0,2
condole,0,0,1.62E-05,0,0,2
striving,0,0,1.62E-05,0,0,2
tradesman,0,0,1.62E-05,0,0,2
essential,0,0,1.62E-05,0,0,2
connect,0,0,1.62E-05,0,0,2
yielded,0,0,1.62E-05,0,0,2
parade,0,0,1.62E-05,0,0,2
lagged,0,0,1.62E-05,0,0,2
settlement,0,0,1.62E-05,0,0,2
haggerston,0,0,1.62E-05,0,0,2
transports,0,0,1.62E-05,0,0,2
pledged,0,0,1.62E-05,0,0,2
consulted,0,0,1.62E-05,0,0,2
concisely,0,0,1.62E-05,0,0,2
gouldings,0,0,1.62E-05,0,0,2
mortal,0,0,1.62E-05,0,0,2
regulars,0,0,1.62E-05,0,0,2
creditors,0,0,1.62E-05,0,0,2
impudence,0,0,1.62E-05,0,0,2
expressively,0,0,1.62E-05,0,0,2
hereabouts,0,0,1.62E-05,0,0,2
distracted,0,0,1.62E-05,0,0,2
sermon,0,0,1.62E-05,0,0,2
confidante,0,0,1.62E-05,0,0,2
explicit,0,0,1.62E-05,0,0,2
consequences,0,0,1.62E-05,0,0,2
bold,0,0,1.62E-05,0,0,2
abominate,0,0,1.62E-05,0,0,2
preservation,0,0,1.62E-05,0,0,2
thoughtfulness,0,0,1.62E-05,0,0,2
exceed,0,0,1.62E-05,0,0,2
advantageously,0,0,1.62E-05,0,0,2
insincere,0,0,1.62E-05,0,0,2
maternal,0,0,1.62E-05,0,0,2
sphere,0,0,1.62E-05,0,0,2
penetration,0,0,1.62E-05,0,0,2
pleasantry,0,0,1.62E-05,0,0,2
christian,0,0,1.62E-05,0,0,2
forgiveness,0,0,1.62E-05,0,0,2
mount,0,0,1.62E-05,0,0,2
storm,0,0,1.62E-05,0,0,2
licence,0,0,1.62E-05,0,0,2
rightful,0,0,8.08E-06,0,0,1
morris,0,0,8.08E-06,0,0,1
comers,0,0,8.08E-06,0,0,1
scrupulous,0,0,8.08E-06,0,0,1
vexing,0,0,8.08E-06,0,0,1
sarcastic,0,0,8.08E-06,0,0,1
develope,0,0,8.08E-06,0,0,1
solace,0,0,8.08E-06,0,0,1
disclosed,0,0,8.08E-06,0,0,1
trimming,0,0,8.08E-06,0,0,1
serving,0,0,8.08E-06,0,0,1
coughing,0,0,8.08E-06,0,0,1
coughs,0,0,8.08E-06,0,0,1
emphatic,0,0,8.08E-06,0,0,1
stress,0,0,8.08E-06,0,0,1
adjusting,0,0,8.08E-06,0,0,1
surpassing,0,0,8.08E-06,0,0,1
stoutly,0,0,8.08E-06,0,0,1
tallest,0,0,8.08E-06,0,0,1
attacked,0,0,8.08E-06,0,0,1
barefaced,0,0,8.08E-06,0,0,1
suppositions,0,0,8.08E-06,0,0,1
surmises,0,0,8.08E-06,0,0,1
ascertaining,0,0,8.08E-06,0,0,1
comforted,0,0,8.08E-06,0,0,1
mien,0,0,8.08E-06,0,0,1
popularity,0,0,8.08E-06,0,0,1
forbidding,0,0,8.08E-06,0,0,1
proudest,0,0,8.08E-06,0,0,1
scarcity,0,0,8.08E-06,0,0,1
sixth,0,0,8.08E-06,0,0,1
boulanger,0,0,8.08E-06,0,0,1
sprained,0,0,8.08E-06,0,0,1
ancle,0,0,8.08E-06,0,0,1
lace,0,0,8.08E-06,0,0,1
exaggeration,0,0,8.08E-06,0,0,1
suiting,0,0,8.08E-06,0,0,1
enduring,0,0,8.08E-06,0,0,1
downs,0,0,8.08E-06,0,0,1
stupider,0,0,8.08E-06,0,0,1
apt,0,0,8.08E-06,0,0,1
censuring,0,0,8.08E-06,0,0,1
candid,0,0,8.08E-06,0,0,1
ostentation,0,0,8.08E-06,0,0,1
pliancy,0,0,8.08E-06,0,0,1
unassailed,0,0,8.08E-06,0,0,1
seminaries,0,0,8.08E-06,0,0,1
associating,0,0,8.08E-06,0,0,1
impressed,0,0,8.08E-06,0,0,1
remainder,0,0,8.08E-06,0,0,1
tenant,0,0,8.08E-06,0,0,1
preside,0,0,8.08E-06,0,0,1
endeared,0,0,8.08E-06,0,0,1
ductility,0,0,8.08E-06,0,0,1
mayoralty,0,0,8.08E-06,0,0,1
denominated,0,0,8.08E-06,0,0,1
unshackled,0,0,8.08E-06,0,0,1
elated,0,0,8.08E-06,0,0,1
inoffensive,0,0,8.08E-06,0,0,1
courteous,0,0,8.08E-06,0,0,1
prettiest,0,0,8.08E-06,0,0,1
overhearings,0,0,8.08E-06,0,0,1
hack,0,0,8.08E-06,0,0,1
piqued,0,0,8.08E-06,0,0,1
cherish,0,0,8.08E-06,0,0,1
synonymously,0,0,8.08E-06,0,0,1
foxhounds,0,0,8.08E-06,0,0,1
superciliousness,0,0,8.08E-06,0,0,1
conceals,0,0,8.08E-06,0,0,1
endeavor,0,0,8.08E-06,0,0,1
reasonableness,0,0,8.08E-06,0,0,1
vingt,0,0,8.08E-06,0,0,1
un,0,0,8.08E-06,0,0,1
commerce,0,0,8.08E-06,0,0,1
dispositions,0,0,8.08E-06,0,0,1
beforehand,0,0,8.08E-06,0,0,1
criticise,0,0,8.08E-06,0,0,1
symmetry,0,0,8.08E-06,0,0,1
asserting,0,0,8.08E-06,0,0,1
unaware,0,0,8.08E-06,0,0,1
satirical,0,0,8.08E-06,0,0,1
defied,0,0,8.08E-06,0,0,1
musical,0,0,8.08E-06,0,0,1
performers,0,0,8.08E-06,0,0,1
persevering,0,0,8.08E-06,0,0,1
porridge'--and,0,0,8.08E-06,0,0,1
pedantic,0,0,8.08E-06,0,0,1
concerto,0,0,8.08E-06,0,0,1
irish,0,0,8.08E-06,0,0,1
exclusion,0,0,8.08E-06,0,0,1
refinements,0,0,8.08E-06,0,0,1
vogue,0,0,8.08E-06,0,0,1
performs,0,0,8.08E-06,0,0,1
adept,0,0,8.08E-06,0,0,1
inconsiderable,0,0,8.08E-06,0,0,1
gallant,0,0,8.08E-06,0,0,1
william--,0,0,8.08E-06,0,0,1
dislikes,0,0,8.08E-06,0,0,1
bingley--,0,0,8.08E-06,0,0,1
reverie,0,0,8.08E-06,0,0,1
insipidity,0,0,8.08E-06,0,0,1
nothingness,0,0,8.08E-06,0,0,1
strictures,0,0,8.08E-06,0,0,1
inspiring,0,0,8.08E-06,0,0,1
intrepidity--,0,0,8.08E-06,0,0,1
jumps,0,0,8.08E-06,0,0,1
default,0,0,8.08E-06,0,0,1
heirs,0,0,8.08E-06,0,0,1
male,0,0,8.08E-06,0,0,1
productive,0,0,8.08E-06,0,0,1
ensign,0,0,8.08E-06,0,0,1
silliest,0,0,8.08E-06,0,0,1
slightingly,0,0,8.08E-06,0,0,1
coincided,0,0,8.08E-06,0,0,1
differ,0,0,8.08E-06,0,0,1
watson,0,0,8.08E-06,0,0,1
clarke,0,0,8.08E-06,0,0,1
read--,0,0,8.08E-06,0,0,1
hating,0,0,8.08E-06,0,0,1
hursts,0,0,8.08E-06,0,0,1
extort,0,0,8.08E-06,0,0,1
prognostics,0,0,8.08E-06,0,0,1
rained,0,0,8.08E-06,0,0,1
sore,0,0,8.08E-06,0,0,1
dangerous,0,0,8.08E-06,0,0,1
colds,0,0,8.08E-06,0,0,1
horsewoman,0,0,8.08E-06,0,0,1
stiles,0,0,8.08E-06,0,0,1
puddles,0,0,8.08E-06,0,0,1
justifying,0,0,8.08E-06,0,0,1
patient,0,0,8.08E-06,0,0,1
ached,0,0,8.08E-06,0,0,1
convert,0,0,8.08E-06,0,0,1
thankfully,0,0,8.08E-06,0,0,1
intruder,0,0,8.08E-06,0,0,1
indolent,0,0,8.08E-06,0,0,1
ragout,0,0,8.08E-06,0,0,1
scampering,0,0,8.08E-06,0,0,1
untidy,0,0,8.08E-06,0,0,1
blowzy,0,0,8.08E-06,0,0,1
mud,0,0,8.08E-06,0,0,1
again--,0,0,8.08E-06,0,0,1
jot,0,0,8.08E-06,0,0,1
assent,0,0,8.08E-06,0,0,1
despises,0,0,8.08E-06,0,0,1
buying,0,0,8.08E-06,0,0,1
exquisite,0,0,8.08E-06,0,0,1
net,0,0,8.08E-06,0,0,1
purses,0,0,8.08E-06,0,0,1
netting,0,0,8.08E-06,0,0,1
purse,0,0,8.08E-06,0,0,1
assistant,0,0,8.08E-06,0,0,1
surpass,0,0,8.08E-06,0,0,1
languages,0,0,8.08E-06,0,0,1
undervaluing,0,0,8.08E-06,0,0,1
succeeds,0,0,8.08E-06,0,0,1
meanness,0,0,8.08E-06,0,0,1
condescend,0,0,8.08E-06,0,0,1
captivation,0,0,8.08E-06,0,0,1
eminent,0,0,8.08E-06,0,0,1
physicians,0,0,8.08E-06,0,0,1
solaced,0,0,8.08E-06,0,0,1
duets,0,0,8.08E-06,0,0,1
profuse,0,0,8.08E-06,0,0,1
suffers,0,0,8.08E-06,0,0,1
exception,0,0,8.08E-06,0,0,1
lease,0,0,8.08E-06,0,0,1
studier,0,0,8.08E-06,0,0,1
unvarying,0,0,8.08E-06,0,0,1
alter,0,0,8.08E-06,0,0,1
victory,0,0,8.08E-06,0,0,1
triumph--,0,0,8.08E-06,0,0,1
blushing,0,0,8.08E-06,0,0,1
mistook,0,0,8.08E-06,0,0,1
neighbourhoods,0,0,8.08E-06,0,0,1
enable,0,0,8.08E-06,0,0,1
mince,0,0,8.08E-06,0,0,1
pies,0,0,8.08E-06,0,0,1
efficacy,0,0,8.08E-06,0,0,1
healthy,0,0,8.08E-06,0,0,1
nourishes,0,0,8.08E-06,0,0,1
sonnet,0,0,8.08E-06,0,0,1
starve,0,0,8.08E-06,0,0,1
troubling,0,0,8.08E-06,0,0,1
graciousness,0,0,8.08E-06,0,0,1
witticisms,0,0,8.08E-06,0,0,1
invalid,0,0,8.08E-06,0,0,1
piquet,0,0,8.08E-06,0,0,1
needlework,0,0,8.08E-06,0,0,1
unison,0,0,8.08E-06,0,0,1
pens,0,0,8.08E-06,0,0,1
harp,0,0,8.08E-06,0,0,1
grantley,0,0,8.08E-06,0,0,1
syllables,0,0,8.08E-06,0,0,1
writes,0,0,8.08E-06,0,0,1
blots,0,0,8.08E-06,0,0,1
correspondents,0,0,8.08E-06,0,0,1
disarm,0,0,8.08E-06,0,0,1
prized,0,0,8.08E-06,0,0,1
imperfection,0,0,8.08E-06,0,0,1
undone,0,0,8.08E-06,0,0,1
celerity,0,0,8.08E-06,0,0,1
mounting,0,0,8.08E-06,0,0,1
converting,0,0,8.08E-06,0,0,1
rashness,0,0,8.08E-06,0,0,1
atoned,0,0,8.08E-06,0,0,1
adhering,0,0,8.08E-06,0,0,1
requester,0,0,8.08E-06,0,0,1
occurs,0,0,8.08E-06,0,0,1
precision,0,0,8.08E-06,0,0,1
appertain,0,0,8.08E-06,0,0,1
disputes,0,0,8.08E-06,0,0,1
negatived,0,0,8.08E-06,0,0,1
songs,0,0,8.08E-06,0,0,1
seize,0,0,8.08E-06,0,0,1
overthrowing,0,0,8.08E-06,0,0,1
cheating,0,0,8.08E-06,0,0,1
premeditated,0,0,8.08E-06,0,0,1
archness,0,0,8.08E-06,0,0,1
disliking,0,0,8.08E-06,0,0,1
compass,0,0,8.08E-06,0,0,1
cure,0,0,8.08E-06,0,0,1
possesses,0,0,8.08E-06,0,0,1
painter,0,0,8.08E-06,0,0,1
copied,0,0,8.08E-06,0,0,1
grouped,0,0,8.08E-06,0,0,1
picturesque,0,0,8.08E-06,0,0,1
spoilt,0,0,8.08E-06,0,0,1
admitting,0,0,8.08E-06,0,0,1
rambled,0,0,8.08E-06,0,0,1
accuracy,0,0,8.08E-06,0,0,1
congratulation,0,0,8.08E-06,0,0,1
diffuseness,0,0,8.08E-06,0,0,1
piling,0,0,8.08E-06,0,0,1
petition,0,0,8.08E-06,0,0,1
sofas,0,0,8.08E-06,0,0,1
rings,0,0,8.08E-06,0,0,1
exhausted,0,0,8.08E-06,0,0,1
tires,0,0,8.08E-06,0,0,1
nicholls,0,0,8.08E-06,0,0,1
insufferably,0,0,8.08E-06,0,0,1
tedious,0,0,8.08E-06,0,0,1
process,0,0,8.08E-06,0,0,1
aimed,0,0,8.08E-06,0,0,1
inflexibly,0,0,8.08E-06,0,0,1
studious,0,0,8.08E-06,0,0,1
desperation,0,0,8.08E-06,0,0,1
attitude,0,0,8.08E-06,0,0,1
interfere,0,0,8.08E-06,0,0,1
surest,0,0,8.08E-06,0,0,1
persevered,0,0,8.08E-06,0,0,1
hug,0,0,8.08E-06,0,0,1
inconsistencies,0,0,8.08E-06,0,0,1
divert,0,0,8.08E-06,0,0,1
weaknesses,0,0,8.08E-06,0,0,1
regulation,0,0,8.08E-06,0,0,1
pretension,0,0,8.08E-06,0,0,1
vices,0,0,8.08E-06,0,0,1
implacable,0,0,8.08E-06,0,0,1
propensity,0,0,8.08E-06,0,0,1
waking,0,0,8.08E-06,0,0,1
propitious,0,0,8.08E-06,0,0,1
elevate,0,0,8.08E-06,0,0,1
influencing,0,0,8.08E-06,0,0,1
crushing,0,0,8.08E-06,0,0,1
adhered,0,0,8.08E-06,0,0,1
laconic,0,0,8.08E-06,0,0,1
morality,0,0,8.08E-06,0,0,1
flogged,0,0,8.08E-06,0,0,1
xiii,0,0,8.08E-06,0,0,1
hardest,0,0,8.08E-06,0,0,1
iniquitous,0,0,8.08E-06,0,0,1
westerham,0,0,8.08E-06,0,0,1
15th,0,0,8.08E-06,0,0,1
disagreement,0,0,8.08E-06,0,0,1
heal,0,0,8.08E-06,0,0,1
disrespectful,0,0,8.08E-06,0,0,1
variance,0,0,8.08E-06,0,0,1
#NAME?,0,0,8.08E-06,0,0,1
#NAME?,0,0,8.08E-06,0,0,1
ordination,0,0,8.08E-06,0,0,1
bounty,0,0,8.08E-06,0,0,1
beneficence,0,0,8.08E-06,0,0,1
rectory,0,0,8.08E-06,0,0,1
demean,0,0,8.08E-06,0,0,1
rites,0,0,8.08E-06,0,0,1
ceremonies,0,0,8.08E-06,0,0,1
instituted,0,0,8.08E-06,0,0,1
overtures,0,0,8.08E-06,0,0,1
commendable,0,0,8.08E-06,0,0,1
injuring,0,0,8.08E-06,0,0,1
18th,0,0,8.08E-06,0,0,1
wisher,0,0,8.08E-06,0,0,1
indulgent,0,0,8.08E-06,0,0,1
christening,0,0,8.08E-06,0,0,1
burying,0,0,8.08E-06,0,0,1
parishioners,0,0,8.08E-06,0,0,1
oddity,0,0,8.08E-06,0,0,1
servility,0,0,8.08E-06,0,0,1
defective,0,0,8.08E-06,0,0,1
fame,0,0,8.08E-06,0,0,1
hearers,0,0,8.08E-06,0,0,1
readily--,0,0,8.08E-06,0,0,1
destitute,0,0,8.08E-06,0,0,1
allude,0,0,8.08E-06,0,0,1
hardship,0,0,8.08E-06,0,0,1
cookery,0,0,8.08E-06,0,0,1
asperity,0,0,8.08E-06,0,0,1
xiv,0,0,8.08E-06,0,0,1
graciously,0,0,8.08E-06,0,0,1
discourses,0,0,8.08E-06,0,0,1
reckoned,0,0,8.08E-06,0,0,1
alterations,0,0,8.08E-06,0,0,1
vouchsafed,0,0,8.08E-06,0,0,1
heiress,0,0,8.08E-06,0,0,1
constitution,0,0,8.08E-06,0,0,1
superintended,0,0,8.08E-06,0,0,1
resides,0,0,8.08E-06,0,0,1
condescends,0,0,8.08E-06,0,0,1
prevents,0,0,8.08E-06,0,0,1
british,0,0,8.08E-06,0,0,1
ornament,0,0,8.08E-06,0,0,1
suggesting,0,0,8.08E-06,0,0,1
unstudied,0,0,8.08E-06,0,0,1
maintaining,0,0,8.08E-06,0,0,1
resolute,0,0,8.08E-06,0,0,1
dose,0,0,8.08E-06,0,0,1
novels,0,0,8.08E-06,0,0,1
fordyce,0,0,8.08E-06,0,0,1
gaped,0,0,8.08E-06,0,0,1
monotonous,0,0,8.08E-06,0,0,1
richard,0,0,8.08E-06,0,0,1
stamp,0,0,8.08E-06,0,0,1
amazes,0,0,8.08E-06,0,0,1
importune,0,0,8.08E-06,0,0,1
antagonist,0,0,8.08E-06,0,0,1
resume,0,0,8.08E-06,0,0,1
xv,0,0,8.08E-06,0,0,1
illiterate,0,0,8.08E-06,0,0,1
miserly,0,0,8.08E-06,0,0,1
subjection,0,0,8.08E-06,0,0,1
consequential,0,0,8.08E-06,0,0,1
veneration,0,0,8.08E-06,0,0,1
obsequiousness,0,0,8.08E-06,0,0,1
eligibility,0,0,8.08E-06,0,0,1
strictest,0,0,8.08E-06,0,0,1
seniority,0,0,8.08E-06,0,0,1
complaisant,0,0,8.08E-06,0,0,1
treasured,0,0,8.08E-06,0,0,1
graces,0,0,8.08E-06,0,0,1
nominally,0,0,8.08E-06,0,0,1
folios,0,0,8.08E-06,0,0,1
cessation,0,0,8.08E-06,0,0,1
prompt,0,0,8.08E-06,0,0,1
nothings,0,0,8.08E-06,0,0,1
assents,0,0,8.08E-06,0,0,1
pavement,0,0,8.08E-06,0,0,1
spokesman,0,0,8.08E-06,0,0,1
seconding,0,0,8.08E-06,0,0,1
fetched,0,0,8.08E-06,0,0,1
shopboy,0,0,8.08E-06,0,0,1
unwearying,0,0,8.08E-06,0,0,1
defended,0,0,8.08E-06,0,0,1
pointedly,0,0,8.08E-06,0,0,1
xvi,0,0,8.08E-06,0,0,1
resisted,0,0,8.08E-06,0,0,1
gratification,0,0,8.08E-06,0,0,1
digressions,0,0,8.08E-06,0,0,1
improvements,0,0,8.08E-06,0,0,1
retail,0,0,8.08E-06,0,0,1
imitations,0,0,8.08E-06,0,0,1
china,0,0,8.08E-06,0,0,1
stuffy,0,0,8.08E-06,0,0,1
rainy,0,0,8.08E-06,0,0,1
commonest,0,0,8.08E-06,0,0,1
dullest,0,0,8.08E-06,0,0,1
topic,0,0,8.08E-06,0,0,1
rivals,0,0,8.08E-06,0,0,1
muffin,0,0,8.08E-06,0,0,1
compliance,0,0,8.08E-06,0,0,1
engrossing,0,0,8.08E-06,0,0,1
talker,0,0,8.08E-06,0,0,1
bets,0,0,8.08E-06,0,0,1
hesitating,0,0,8.08E-06,0,0,1
estimated,0,0,8.08E-06,0,0,1
imposing,0,0,8.08E-06,0,0,1
proclaim,0,0,8.08E-06,0,0,1
breathed,0,0,8.08E-06,0,0,1
truest,0,0,8.08E-06,0,0,1
verily,0,0,8.08E-06,0,0,1
topics,0,0,8.08E-06,0,0,1
military,0,0,8.08E-06,0,0,1
bequeathed,0,0,8.08E-06,0,0,1
godfather,0,0,8.08E-06,0,0,1
disregarded,0,0,8.08E-06,0,0,1
redress,0,0,8.08E-06,0,0,1
informality,0,0,8.08E-06,0,0,1
bequest,0,0,8.08E-06,0,0,1
conditional,0,0,8.08E-06,0,0,1
forfeited,0,0,8.08E-06,0,0,1
disgraced,0,0,8.08E-06,0,0,1
inhumanity,0,0,8.08E-06,0,0,1
implacability,0,0,8.08E-06,0,0,1
resentments,0,0,8.08E-06,0,0,1
inmates,0,0,8.08E-06,0,0,1
parental,0,0,8.08E-06,0,0,1
superintendence,0,0,8.08E-06,0,0,1
providing,0,0,8.08E-06,0,0,1
impulses,0,0,8.08E-06,0,0,1
degenerate,0,0,8.08E-06,0,0,1
superintends,0,0,8.08E-06,0,0,1
reverting,0,0,8.08E-06,0,0,1
conversible,0,0,8.08E-06,0,0,1
equals,0,0,8.08E-06,0,0,1
misleads,0,0,8.08E-06,0,0,1
dictatorial,0,0,8.08E-06,0,0,1
derives,0,0,8.08E-06,0,0,1
losses,0,0,8.08E-06,0,0,1
