unigram,gatsby,alice,austen
railroad,4.0,0.0,0.0
gardens,4.0,0.0,0.0
smoke,4.0,1.0,0.0
eternal,4.0,0.0,0.0
trains,4.0,0.0,0.0
popular,4.0,0.0,1.0
luncheon,4.0,0.0,1.0
company,4,1,22
sunday,4.0,0.0,9.0
third,4.0,0.0,7.0
interior,4.0,0.0,0.0
visible,4.0,0.0,5.0
wreck,4.0,0.0,0.0
sprang,4.0,0.0,1.0
slow,4.0,0.0,2.0
carried,4,4,8
july,4.0,0.0,1.0
awful,4.0,0.0,2.0
slid,4.0,0.0,0.0
basket,4.0,0.0,0.0
avenue,4.0,0.0,1.0
bath,4.0,0.0,1.0
entirely,4,2,25
ladies,4.0,0.0,74.0
swinging,4.0,0.0,0.0
broadway,4.0,0.0,0.0
milk,4.0,2.0,0.0
locked,4.0,1.0,0.0
below,4,3,5
pride,4.0,0.0,47.0
costume,4.0,0.0,0.0
pursued,4.0,0.0,2.0
chester,4.0,0.0,0.0
pointing,4,4,5
breaking,4.0,0.0,2.0
entered,4.0,0.0,36.0
pump,4.0,0.0,0.0
private,4.0,0.0,11.0
nodding,4.0,0.0,0.0
pointed,4,1,5
constant,4,2,12
themselves,4,3,33
ones,4,1,5
advertisement,4.0,0.0,0.0
pressed,4,3,3
wiped,4.0,0.0,0.0
midnight,4.0,0.0,0.0
nights,4.0,0.0,0.0
wagon,4.0,0.0,0.0
christmas,4,1,6
dressing,4.0,0.0,9.0
group,4.0,0.0,2.0
rhythm,4.0,0.0,0.0
news,4.0,0.0,32.0
somehow,4,1,2
ended,4.0,0.0,4.0
crossed,4,3,5
note,4,2,8
wandered,4,2,2
number,4,5,5
direction,4,5,10
necessary,4.0,0.0,31.0
address,4.0,0.0,19.0
bent,4,1,3
assumed,4.0,0.0,1.0
need,4,3,19
roosevelt,4.0,0.0,0.0
bit,4,16,3
dancing,4,2,21
increased,4.0,0.0,11.0
jazz,4.0,0.0,0.0
happy,4,1,83
hydroplane,4.0,0.0,0.0
reminded,4.0,0.0,6.0
papers,4.0,0.0,1.0
madame,4.0,0.0,0.0
angry,4,5,17
wives,4.0,0.0,1.0
simply,4,2,1
shock,4,1,2
stepped,4.0,0.0,1.0
suspected,4.0,0.0,9.0
determined,4.0,0.0,32.0
gesture,4.0,0.0,0.0
absorbed,4.0,0.0,0.0
merely,4,2,33
jersey,4.0,0.0,0.0
hill,4.0,0.0,10.0
corners,4.0,1.0,0.0
lighted,4.0,0.0,1.0
statement,4.0,0.0,2.0
admitted,4.0,0.0,9.0
straight,4.0,2.0,0.0
free,4,3,7
bells,4.0,1.0,0.0
empty,4,1,1
o,4,3,2
r,4.0,0.0,0.0
gravel,4.0,0.0,3.0
youth,4,6,9
phrase,4.0,0.0,0.0
worn,4.0,0.0,2.0
pocket,4,7,3
carry,4,1,5
slowed,4.0,0.0,0.0
card,4.0,0.0,9.0
tragic,4.0,0.0,0.0
pay,4.0,0.0,11.0
starting,4.0,0.0,1.0
sidewalk,4.0,0.0,0.0
sentimental,4.0,0.0,0.0
oggsford,4.0,0.0,0.0
england,4,1,5
fixed,4,1,22
seventeen,4.0,0.0,0.0
plaza,4.0,0.0,0.0
tut,4.0,2.0,0.0
admired,4.0,0.0,12.0
'em,4.0,3.0,0.0
snow,4.0,0.0,0.0
mad,4.0,14.0,0.0
central,4.0,0.0,0.0
invite,4.0,0.0,6.0
tired,4,7,4
fire,4,4,5
thrown,4,1,8
corrected,4.0,0.0,0.0
finn,4.0,0.0,0.0
follow,4,2,11
frightened,4,7,8
parted,4.0,0.0,14.0
embarrassed,4.0,0.0,7.0
kiss,4,1,1
vivid,4.0,0.0,0.0
amount,4.0,0.0,2.0
store,4.0,0.0,0.0
parents,4.0,0.0,7.0
aside,4.0,0.0,4.0
force,4.0,0.0,8.0
drugstores,4.0,0.0,0.0
flushed,4.0,0.0,0.0
ale,4.0,0.0,0.0
gets,4.0,0.0,1.0
walter,4.0,0.0,0.0
nor,4,3,73
ga,4.0,0.0,0.0
od,4.0,0.0,0.0
anxiously,4,14,2
boys,4.0,0.0,3.0
shows,4.0,0.0,4.0
wear,3.0,0.0,1.0
habit,3.0,0.0,7.0
sign,3,1,2
repeat,3,7,5
sense,3,3,36
founded,3.0,0.0,3.0
wake,3.0,2.0,0.0
western,3.0,0.0,0.0
clan,3.0,0.0,0.0
brother,3,1,79
counter,3.0,0.0,0.0
centre,3.0,1.0,0.0
ragged,3.0,0.0,0.0
practical,3.0,0.0,0.0
finnish,3.0,0.0,0.0
electric,3.0,0.0,0.0
fast,3,4,7
promising,3,1,4
reading,3,3,14
wrote,3,3,21
limited,3.0,0.0,0.0
north,3.0,0.0,6.0
unusual,3.0,0.0,1.0
crushed,3.0,0.0,0.0
contact,3.0,0.0,0.0
source,3.0,0.0,7.0
bizarre,3.0,0.0,0.0
buchanans,3.0,0.0,0.0
removed,3,2,17
national,3.0,0.0,0.0
drift,3.0,0.0,0.0
drifting,3.0,0.0,0.0
riding,3.0,0.0,1.0
power,3.0,0.0,42.0
boots,3.0,4.0,0.0
opinion,3,1,67
including,3.0,0.0,2.0
italian,3.0,0.0,1.0
space,3.0,0.0,2.0
breeze,3.0,1.0,0.0
ceiling,3.0,1.0,0.0
moments,3.0,0.0,11.0
snap,3.0,0.0,0.0
shut,3,5,5
length,3,1,32
hint,3,2,12
absurd,3,2,5
p,3,1,1
tribute,3.0,0.0,1.0
cared,3.0,0.0,7.0
exciting,3.0,0.0,1.0
wreath,3.0,0.0,0.0
baby,3.0,13.0,0.0
annoyed,3,1,1
glancing,3.0,0.0,4.0
alert,3.0,0.0,0.0
anywhere,3,1,1
complained,3,1,1
pantry,3.0,0.0,0.0
tense,3.0,0.0,0.0
compelled,3.0,0.0,0.0
lightly,3.0,0.0,0.0
hips,3.0,0.0,0.0
candles,3.0,0.0,0.0
frowning,3.0,4.0,0.0
longest,3.0,0.0,0.0
awed,3.0,0.0,2.0
absence,3,1,27
different,3,9,36
phase,3.0,0.0,0.0
sheer,3.0,0.0,0.0
unexpected,3.0,0.0,8.0
rise,3,1,2
hesitation,3.0,0.0,3.0
nod,3.0,0.0,0.0
enthusiastically,3.0,0.0,0.0
service,3.0,0.0,7.0
worse,3,3,13
breathlessly,3.0,0.0,0.0
glow,3.0,0.0,3.0
frowned,3.0,0.0,0.0
untrue,3.0,0.0,0.0
breathless,3.0,0.0,2.0
meaning,3,8,14
verge,3.0,0.0,0.0
outdoors,3.0,0.0,0.0
bird,3.0,2.0,0.0
stables,3.0,0.0,1.0
guess,3,3,5
scepticism,3.0,0.0,0.0
guest,3.0,0.0,5.0
shrill,3.0,5.0,0.0
situation,3.0,0.0,38.0
vigil,3.0,0.0,0.0
perfectly,3,4,48
tangible,3.0,0.0,0.0
chain,3.0,1.0,0.0
emotions,3.0,0.0,1.0
possessed,3.0,0.0,2.0
absently,3.0,0.0,0.0
woke,3.0,1.0,0.0
thinks,3.0,0.0,4.0
flashed,3.0,1.0,0.0
asserted,3.0,0.0,1.0
crimson,3.0,2.0,0.0
bloomed,3.0,0.0,0.0
dull,3,3,4
paper,3,4,6
magazine,3.0,0.0,0.0
knee,3.0,5.0,0.0
tournament,3.0,0.0,0.0
contemptuous,3.0,1.0,0.0
arrange,3.0,0.0,1.0
stairs,3,3,7
aunt,3.0,0.0,84.0
spend,3.0,0.0,13.0
lots,3.0,0.0,0.0
flower,3.0,2.0,0.0
rumours,3.0,0.0,0.0
rush,3.0,2.0,0.0
ideas,3.0,0.0,13.0
wings,3.0,1.0,0.0
share,3,1,14
content,3,1,1
involuntarily,3.0,0.0,2.0
halfway,3.0,0.0,0.0
valley,3.0,0.0,4.0
forms,3.0,0.0,2.0
rising,3,1,7
track,3.0,0.0,0.0
stir,3.0,0.0,1.0
halt,3.0,0.0,0.0
mistress,3.0,0.0,9.0
sauntered,3.0,0.0,0.0
elbow,3.0,3.0,0.0
violence,3,1,3
main,3.0,0.0,0.0
approached,3.0,0.0,6.0
bare,3.0,0.0,1.0
apartments,3.0,0.0,2.0
proprietor,3.0,0.0,3.0
handsome,3,1,37
sell,3,2,1
stout,3.0,0.0,2.0
perceptible,3.0,0.0,1.0
eye,3,7,15
intently,3.0,0.0,2.0
dumb,3.0,0.0,0.0
tattle,3.0,0.0,0.0
cream,3.0,0.0,0.0
tapped,3.0,0.0,0.0
dogs,3.0,3.0,0.0
earnestly,3,2,11
bore,3,1,9
doubtfully,3.0,2.0,0.0
exactly,3,8,30
bother,3.0,1.0,0.0
bitch,3.0,0.0,0.0
doors,3,2,8
furniture,3.0,0.0,10.0
blurred,3.0,0.0,0.0
resolved,3.0,0.0,31.0
box,3,10,2
powdered,3.0,1.0,0.0
eyebrows,3.0,0.0,0.0
incessant,3.0,0.0,1.0
innumerable,3.0,0.0,0.0
hovered,3.0,0.0,0.0
intense,3.0,0.0,0.0
dear,3,29,158
forth,3.0,0.0,4.0
orders,3.0,0.0,7.0
scared,3.0,0.0,0.0
bored,3.0,0.0,0.0
tray,3.0,1.0,0.0
gasoline,3.0,0.0,0.0
keeping,3,2,4
europe,3.0,0.0,0.0
surprisingly,3.0,0.0,0.0
shoe,3.0,0.0,1.0
borrowed,3.0,0.0,1.0
demand,3.0,0.0,3.0
celebrated,3.0,0.0,2.0
argument,3,4,5
streets,3.0,0.0,1.0
simultaneously,3.0,0.0,0.0
artificial,3.0,0.0,1.0
silk,3.0,0.0,0.0
handkerchief,3.0,0.0,1.0
cheek,3.0,0.0,0.0
searched,3.0,0.0,0.0
whether,3,11,54
mention,3.0,0.0,30.0
shouted,3.0,9.0,0.0
scolding,3.0,0.0,2.0
loneliness,3.0,0.0,0.0
horse,3,1,3
sand,3.0,1.0,0.0
oranges,3.0,0.0,0.0
lemons,3.0,0.0,0.0
machine,3.0,0.0,0.0
bar,3.0,0.0,0.0
playing,3,2,6
cocktail,3.0,0.0,0.0
key,3.0,9.0,0.0
higher,3.0,0.0,4.0
form,3,1,13
stable,3.0,0.0,0.0
courage,3,3,12
dances,3.0,0.0,11.0
hush,3.0,3.0,0.0
burst,3,1,3
actually,3,1,12
introduced,3,1,9
intended,3.0,0.0,22.0
peculiar,3.0,0.0,6.0
circumstances,3,1,28
ease,3.0,0.0,17.0
noticed,3,8,8
bonds,3.0,0.0,0.0
purposeless,3.0,0.0,0.0
welcome,3,1,12
begin,3,13,13
remarks,3,3,8
addressed,3,2,17
beads,3.0,0.0,0.0
sixty,3.0,0.0,0.0
enthusiasm,3.0,0.0,0.0
shivered,3.0,0.0,0.0
served,3.0,0.0,0.0
join,3,9,19
undergraduate,3.0,0.0,0.0
pages,3.0,0.0,1.0
regular,3,2,3
sober,3.0,0.0,0.0
gravely,3,3,4
infantry,3.0,0.0,0.0
eighteen,3.0,0.0,0.0
suits,3.0,0.0,0.0
failed,3.0,0.0,3.0
irresistible,3.0,0.0,0.0
hoped,3,1,20
effect,3,3,14
palace,3.0,0.0,0.0
tostoff,3.0,0.0,0.0
eluded,3.0,0.0,1.0
skin,3.0,0.0,0.0
drinking,3,1,1
heads,3,10,1
knowing,3,2,27
formed,3.0,0.0,16.0
sports,3.0,0.0,1.0
clean,3.0,1.0,0.0
famous,3.0,0.0,0.0
sing,3,6,5
fight,3,2,2
promised,3,1,21
reluctance,3.0,0.0,1.0
lingered,3.0,0.0,0.0
shake,3,1,2
sir,3,7,79
significance,3.0,0.0,0.0
infinitely,3.0,0.0,4.0
indignantly,3.0,4.0,0.0
ah,3,5,5
uncertain,3.0,0.0,2.0
horns,3.0,0.0,0.0
swaying,3.0,0.0,0.0
calmly,3,1,1
notice,3,5,21
flow,3.0,0.0,4.0
clerks,3.0,0.0,0.0
satisfaction,3.0,0.0,27.0
enter,3.0,0.0,12.0
flattered,3.0,0.0,7.0
incident,3.0,0.0,0.0
careful,3.0,0.0,4.0
deliberately,3.0,0.0,2.0
brakes,3.0,0.0,0.0
nevertheless,3.0,1.0,0.0
alongshore,3.0,0.0,0.0
bootlegger,3.0,0.0,0.0
devil,3.0,0.0,0.0
timetable,3.0,0.0,0.0
folds,3.0,0.0,0.0
hospitality,3.0,0.0,3.0
civet,3.0,0.0,0.0
flipped,3.0,0.0,0.0
winter,3,1,15
s,3.0,0.0,0.0
g,3.0,0.0,0.0
swollen,3.0,0.0,0.0
educated,3.0,0.0,3.0
haunted,3.0,0.0,0.0
rubies,3.0,0.0,0.0
incredulous,3.0,0.0,3.0
character,3,1,64
major,3.0,0.0,0.0
fully,3.0,0.0,5.0
metal,3.0,0.0,0.0
glimpse,3.0,0.0,2.0
elevated,3.0,0.0,2.0
wallet,3.0,0.0,0.0
cap,3.0,0.0,0.0
built,3.0,0.0,3.0
mystery,3,2,1
limousine,3.0,0.0,0.0
handed,3,3,3
highballs,3.0,0.0,0.0
metropole,3.0,0.0,0.0
gonnegtion,3.0,0.0,0.0
yeah,3.0,0.0,0.0
jerk,3.0,0.0,0.0
belong,3,1,3
1919,3.0,0.0,0.0
safe,3,2,8
opportunity,3,8,29
october,3.0,0.0,1.0
older,3,2,2
officers,3,4,31
camp,3.0,0.0,3.0
officer,3,1,8
armistice,3.0,0.0,0.0
pearls,3.0,0.0,0.0
south,3.0,0.0,1.0
santa,3.0,0.0,0.0
barbara,3.0,0.0,0.0
ripped,3.0,0.0,0.0
hers,3,3,8
described,3.0,0.0,5.0
finished,3,12,11
telling,3,2,7
clear,3,2,9
v,3,1,1
shrubbery,3.0,0.0,4.0
wires,3.0,0.0,0.0
warned,3.0,0.0,1.0
ecstatic,3.0,0.0,0.0
momentarily,3.0,0.0,0.0
pressure,3.0,0.0,0.0
immediate,3,1,12
decade,3.0,0.0,0.0
sold,3.0,0.0,0.0
material,3.0,0.0,9.0
fallen,3,4,3
mirror,3.0,0.0,0.0
throat,3,2,1
automatically,3.0,0.0,0.0
panic,3.0,0.0,0.0
odour,3.0,0.0,0.0
plum,3.0,0.0,0.0
bedrooms,3.0,0.0,0.0
study,3.0,0.0,7.0
muffled,3.0,0.0,0.0
objects,3.0,0.0,7.0
yachting,3.0,0.0,0.0
hung,3.0,1.0,0.0
desk,3.0,1.0,0.0
falling,3,2,3
clouds,3.0,0.0,0.0
save,3,1,3
carrying,3,2,4
ready,3,8,20
conception,3.0,0.0,1.0
vast,3.0,0.0,2.0
naturally,3.0,0.0,12.0
others,3,7,54
brain,3,1,2
destiny,3.0,0.0,0.0
fields,3.0,0.0,1.0
physically,3.0,0.0,0.0
ella,3.0,0.0,0.0
kaye,3.0,0.0,0.0
liquor,3.0,0.0,0.0
delighted,3,2,23
grown,3,7,5
bending,3.0,0.0,0.0
player,3.0,0.0,0.0
stuck,3.0,0.0,0.0
shadows,3.0,0.0,0.0
radiant,3.0,0.0,0.0
unutterable,3.0,0.0,0.0
telephoned,3.0,0.0,0.0
relieved,3,1,8
gust,3.0,0.0,0.0
loves,3.0,0.0,2.0
daddy,3.0,0.0,0.0
towel,3.0,0.0,0.0
keenly,3.0,0.0,0.0
investigation,3.0,0.0,0.0
hell,3.0,0.0,0.0
doorway,3,1,1
breathing,3.0,0.0,1.0
waving,3.0,5.0,0.0
sweat,3.0,0.0,0.0
raced,3.0,0.0,0.0
julep,3.0,0.0,0.0
fainted,3.0,0.0,0.0
seeing,3,1,59
dry,3.0,8.0,0.0
mattered,3.0,0.0,0.0
accidental,3.0,0.0,3.0
thinning,3.0,0.0,0.0
stopping,3,1,3
incoherent,3.0,0.0,0.0
instantly,3,5,31
goin',3.0,0.0,0.0
decision,3.0,0.0,0.0
worth,3,4,15
damn,3.0,0.0,0.0
difficulty,3,4,8
drawer,3.0,0.0,0.0
leash,3.0,0.0,0.0
mattress,3.0,0.0,0.0
needed,3.0,0.0,3.0
towns,3.0,0.0,0.0
500,3.0,0.0,0.0
minister,3.0,0.0,0.0
bounce,2.0,0.0,0.0
lover,2.0,0.0,5.0
thomas,2.0,0.0,0.0
parke,2.0,0.0,0.0
younger,2.0,0.0,29.0
advice,2,2,16
unusually,2.0,1.0,0.0
consequence,2.0,0.0,31.0
reserve,2.0,0.0,7.0
judgements,2.0,0.0,0.0
attach,2.0,0.0,3.0
accused,2.0,0.0,2.0
unknown,2.0,0.0,8.0
hostile,2.0,0.0,0.0
unmistakable,2.0,0.0,0.0
terms,2,1,21
express,2.0,0.0,24.0
marred,2.0,0.0,0.0
obvious,2.0,0.0,1.0
infinite,2.0,0.0,2.0
missing,2.0,0.0,1.0
snobbishly,2.0,0.0,0.0
admission,2.0,0.0,1.0
limit,2.0,0.0,0.0
marshes,2.0,0.0,0.0
riotous,2.0,0.0,0.0
represented,2.0,0.0,7.0
personality,2.0,0.0,0.0
unbroken,2.0,0.0,0.0
gestures,2.0,0.0,0.0
machines,2.0,1.0,0.0
creative,2.0,0.0,1.0
foul,2.0,0.0,1.0
abortive,2.0,0.0,0.0
tradition,2.0,0.0,0.0
descended,2.0,0.0,3.0
actual,2.0,0.0,5.0
special,2.0,0.0,2.0
painting,2.0,2.0,0.0
hangs,2.0,0.0,0.0
delayed,2.0,0.0,6.0
learn,2,7,10
support,2.0,0.0,7.0
prep,2.0,0.0,0.0
school,2,6,2
commuting,2.0,0.0,0.0
cardboard,2.0,1.0,0.0
eighty,2.0,0.0,0.0
firm,2.0,0.0,3.0
cooked,2.0,0.0,0.0
lonely,2.0,2.0,0.0
freedom,2.0,0.0,4.0
neighbourhood,2.0,0.0,29.0
bursts,2.0,0.0,0.0
growing,2,11,3
securities,2.0,0.0,0.0
shelf,2.0,0.0,0.0
besides,2,4,11
rounded,2.0,0.0,0.0
rented,2.0,0.0,0.0
strangest,2.0,0.0,0.0
america,2.0,0.0,0.0
due,2.0,0.0,11.0
yorkand,2.0,0.0,0.0
natural,2,4,22
identical,2.0,0.0,0.0
contour,2.0,0.0,0.0
separated,2.0,0.0,3.0
courtesy,2.0,0.0,5.0
jut,2.0,0.0,0.0
resemblance,2.0,0.0,7.0
gulls,2.0,0.0,0.0
fashionable,2.0,0.0,1.0
squeezed,2.0,1.0,0.0
fifteen,2,1,4
beard,2.0,0.0,0.0
eyesore,2.0,0.0,0.0
consoling,2.0,0.0,3.0
proximity,2.0,0.0,0.0
begins,2,4,4
powerful,2.0,0.0,3.0
ends,2.0,0.0,0.0
football,2.0,0.0,0.0
acute,2.0,0.0,2.0
excellence,2.0,0.0,3.0
forest,2.0,0.0,0.0
generation,2.0,0.0,1.0
wealthy,2.0,0.0,0.0
wherever,2,2,8
iti,2.0,0.0,0.0
windy,2.0,0.0,0.0
jumping,2,4,1
burning,2,1,1
vines,2.0,0.0,0.0
legs,2.0,3.0,0.0
sturdy,2.0,0.0,0.0
haired,2.0,0.0,0.0
supercilious,2.0,0.0,1.0
arrogant,2.0,0.0,1.0
established,2.0,0.0,7.0
appearance,2,1,33
aggressively,2.0,0.0,0.0
hide,2,1,2
muscle,2.0,0.0,0.0
shifting,2,1,1
capable,2.0,0.0,18.0
gruff,2.0,0.0,0.0
tenor,2.0,0.0,0.0
paternal,2.0,0.0,0.0
contempt,2,1,12
hated,2,1,4
matters,2,2,8
final,2.0,0.0,1.0
society,2.0,0.0,32.0
defiant,2.0,0.0,0.0
flashing,2.0,0.0,0.0
restlessly,2.0,0.0,0.0
sweep,2.0,0.0,0.0
sunken,2.0,0.0,0.0
nosed,2.0,0.0,0.0
tide,2,1,2
oil,2.0,0.0,0.0
ajar,2.0,0.0,0.0
twisting,2.0,0.0,0.0
cake,2,3,1
flight,2.0,0.0,3.0
boom,2.0,0.0,0.0
motionless,2.0,0.0,0.0
apology,2.0,0.0,8.0
conscientious,2.0,0.0,1.0
happiness,2.0,0.0,72.0
rate,2,9,5
speech,2,3,12
arrangement,2.0,0.0,8.0
notes,2.0,0.0,1.0
hovering,2.0,0.0,0.0
wail,2.0,0.0,0.0
worry,2.0,1.0,0.0
uttered,2.0,0.0,5.0
deft,2.0,0.0,0.0
sofa,2.0,0.0,0.0
contemptuously,2,2,1
reply,2,5,24
diminished,2.0,0.0,0.0
hurt,2,3,6
accusingly,2.0,0.0,0.0
marrying,2.0,0.0,23.0
crossly,2.0,1.0,0.0
impersonal,2.0,0.0,0.0
desire,2.0,0.0,22.0
disappointed,2.0,0.0,12.0
impressive,2.0,0.0,1.0
civilization,2.0,0.0,0.0
gotten,2.0,0.0,0.0
submerged,2.0,0.0,0.0
scientific,2.0,0.0,0.0
sadness,2.0,0.0,0.0
heavily,2.0,0.0,0.0
winked,2.0,0.0,0.0
produced,2,1,11
science,2.0,0.0,1.0
concentration,2.0,0.0,0.0
seized,2.0,0.0,2.0
momentary,2.0,0.0,3.0
affect,2.0,0.0,4.0
affection,2.0,0.0,58.0
confirmation,2.0,0.0,4.0
warmth,2.0,0.0,8.0
excused,2.0,0.0,2.0
exchanged,2.0,0.0,1.0
consciously,2.0,0.0,0.0
alertly,2.0,0.0,0.0
sh,2.0,2.0,0.0
audible,2.0,0.0,1.0
ceased,2.0,0.0,6.0
happens,2,5,4
decency,2.0,0.0,2.0
flutter,2.0,0.0,3.0
sang,2,2,1
miserably,2.0,0.0,1.0
startlingly,2.0,0.0,0.0
pointlessly,2.0,0.0,0.0
avoid,2,1,18
metallic,2.0,0.0,0.0
horses,2.0,0.0,8.0
pleasantly,2.0,0.0,4.0
verandas,2.0,0.0,0.0
gloom,2.0,0.0,3.0
wicker,2.0,0.0,0.0
settee,2.0,0.0,0.0
turbulent,2.0,0.0,0.0
cousins,2.0,0.0,11.0
cynical,2.0,0.0,0.0
daughter,2,1,83
abandoned,2.0,0.0,0.0
everywhere,2.0,0.0,2.0
distinguished,2.0,0.0,6.0
murmurous,2.0,0.0,0.0
soothing,2.0,1.0,0.0
leaf,2.0,0.0,0.0
palm,2.0,0.0,0.0
unpleasant,2,2,8
softly,2.0,1.0,0.0
confirmed,2.0,0.0,3.0
marriage,2.0,0.0,67.0
linen,2.0,0.0,0.0
push,2.0,1.0,0.0
coldly,2.0,0.0,2.0
weekends,2.0,0.0,0.0
influence,2.0,0.0,14.0
crept,2.0,1.0,0.0
advised,2.0,0.0,3.0
kindly,2,2,7
gossip,2.0,0.0,0.0
reasons,2,1,5
remotely,2.0,0.0,0.0
intentions,2.0,0.0,4.0
stale,2.0,0.0,0.0
roadhouse,2.0,0.0,0.0
roofs,2.0,0.0,0.0
silhouette,2.0,0.0,0.0
wavered,2.0,0.0,1.0
regarding,2.0,0.0,1.0
secure,2.0,0.0,12.0
local,2.0,0.0,1.0
sworn,2.0,0.0,0.0
runs,2.0,0.0,1.0
farm,2,1,3
wheat,2.0,0.0,0.0
dimly,2.0,0.0,0.0
ghastly,2.0,0.0,0.0
spectacles,2.0,3.0,0.0
practice,2,1,4
river,2.0,0.0,6.0
stare,2.0,0.0,0.0
acquaintances,2.0,0.0,1.0
literally,2.0,0.0,0.0
forced,2.0,0.0,20.0
whitewashed,2.0,0.0,0.0
block,2.0,0.0,0.0
waste,2,1,1
contained,2.0,0.0,7.0
rent,2.0,0.0,0.0
wiping,2.0,0.0,0.0
blond,2.0,0.0,0.0
gleam,2.0,0.0,0.0
slapping,2.0,0.0,0.0
working,2.0,0.0,0.0
footsteps,2.0,2.0,0.0
blocked,2.0,0.0,0.0
ghost,2.0,0.0,0.0
chairs,2.0,0.0,0.0
ashen,2.0,0.0,0.0
veiled,2.0,0.0,0.0
newsstand,2.0,0.0,0.0
level,2.0,0.0,0.0
discreetly,2.0,0.0,0.0
deferred,2.0,0.0,2.0
platform,2.0,0.0,0.0
taxicabs,2.0,0.0,0.0
d,2.0,1.0,0.0
swung,2.0,0.0,0.0
kinds,2.0,0.0,0.0
peered,2.0,0.0,0.0
plunged,2.0,0.0,0.0
disappointment,2,1,17
airedale,2.0,0.0,0.0
catching,2,2,1
cute,2.0,0.0,0.0
concerned,2.0,0.0,18.0
delicately,2.0,0.0,0.0
cutting,2,1,1
haughtily,2.0,0.0,0.0
mckees,2.0,0.0,0.0
dining,2.0,0.0,18.0
scenes,2.0,0.0,3.0
versailles,2.0,0.0,0.0
hen,2.0,0.0,0.0
beamed,2.0,0.0,0.0
simon,2.0,0.0,0.0
magazines,2.0,0.0,0.0
initiative,2.0,0.0,0.0
meanwhile,2,1,5
bureau,2.0,0.0,0.0
distorted,2.0,0.0,0.0
reappeared,2.0,0.0,0.0
arrive,2.0,0.0,2.0
solid,2,1,1
bob,2.0,0.0,0.0
nature,2.0,0.0,24.0
restoration,2.0,0.0,3.0
shaved,2.0,0.0,0.0
lather,2.0,0.0,0.0
horrible,2.0,0.0,1.0
chiffon,2.0,0.0,0.0
swept,2.0,0.0,0.0
affected,2.0,0.0,20.0
shout,2.0,0.0,0.0
fellas,2.0,0.0,0.0
bill,2.0,15.0,0.0
compliment,2.0,0.0,26.0
raising,2,1,3
slip,2.0,0.0,0.0
regarded,2.0,0.0,3.0
despair,2,1,1
studies,2.0,0.0,2.0
montauk,2.0,0.0,0.0
pointthe,2.0,0.0,0.0
nephew,2.0,0.0,22.0
absorbing,2.0,0.0,0.0
invented,2.0,1.0,0.0
divorce,2.0,0.0,0.0
obscene,2.0,0.0,0.0
triumphantly,2,2,2
catholic,2.0,0.0,0.0
shocked,2.0,0.0,8.0
monte,2.0,0.0,0.0
carlo,2.0,0.0,0.0
honey,2.0,0.0,0.0
considered,2,3,23
breeding,2.0,0.0,6.0
eleven,2.0,0.0,1.0
janitor,2.0,0.0,0.0
inexhaustible,2.0,0.0,1.0
poured,2,1,1
meeting,2,1,22
seats,2.0,0.0,2.0
patent,2.0,0.0,0.0
lied,2.0,0.0,0.0
subway,2.0,0.0,0.0
wave,2.0,0.0,1.0
collar,2.0,1.0,0.0
bow,2.0,0.0,11.0
awoke,2.0,0.0,1.0
groaned,2.0,0.0,0.0
underwear,2.0,0.0,0.0
grocery,2.0,0.0,0.0
pennsylvania,2.0,0.0,0.0
brisk,2.0,0.0,0.0
extra,2.0,0.0,0.0
button,2.0,0.0,0.0
garnished,2.0,0.0,0.0
designs,2.0,0.0,4.0
brass,2.0,1.0,0.0
saxophones,2.0,0.0,0.0
drums,2.0,0.0,0.0
halls,2.0,0.0,0.0
salons,2.0,0.0,0.0
swing,2.0,0.0,0.0
floating,2.0,0.0,0.0
innuendo,2.0,0.0,0.0
easier,2.0,0.0,0.0
spilled,2.0,0.0,0.0
groups,2.0,0.0,0.0
swell,2.0,0.0,1.0
arrivals,2.0,0.0,0.0
confident,2.0,0.0,3.0
triumph,2.0,0.0,9.0
leader,2.0,0.0,0.0
according,2.0,0.0,8.0
rules,2.0,3.0,0.0
associated,2.0,0.0,0.0
simplicity,2.0,0.0,0.0
ticket,2.0,0.0,0.0
formal,2.0,0.0,8.0
honour,2,4,42
prevented,2.0,0.0,23.0
struck,2,2,14
americans,2.0,0.0,0.0
selling,2.0,0.0,0.0
easy,2,2,24
vicinity,2.0,0.0,1.0
amazed,2.0,0.0,5.0
denied,2,2,3
roaring,2.0,0.0,0.0
cordial,2.0,0.0,3.0
roared,2.0,1.0,0.0
resting,2.0,2.0,0.0
gown,2.0,0.0,7.0
german,2.0,0.0,0.0
narrowed,2.0,0.0,0.0
testimony,2.0,0.0,2.0
whispers,2.0,1.0,0.0
whisper,2,3,9
couples,2,1,1
degree,2.0,0.0,23.0
melancholy,2,6,5
overseas,2.0,0.0,0.0
wheeled,2.0,0.0,0.0
examined,2.0,0.0,4.0
granted,2.0,0.0,0.0
bona,2.0,0.0,0.0
fide,2.0,0.0,0.0
printed,2.0,1.0,0.0
fella,2.0,0.0,0.0
expect,2.0,0.0,35.0
replaced,2.0,0.0,0.0
muttering,2.0,3.0,0.0
liable,2.0,0.0,2.0
collapse,2.0,0.0,0.0
answering,2.0,0.0,3.0
pushing,2.0,0.0,0.0
circles,2.0,0.0,1.0
fashionably,2.0,0.0,0.0
burden,2.0,0.0,0.0
hilarity,2.0,0.0,0.0
